Date,Operator,Location,Fatalities,Aboard
1962-12-22,Varig,"Near Brasilia, Brazil",1,40
1962-12-28,Carvair ATL-98,"Rotterdam, The Netherlands",1,18
1962-12-29,Air Nautic,"Monte Renosa, Corsica, France",25,25
1964-03-10,Commercial Air Taxi,"Grand Isle, Louisana",2,2
1963-01-14,Wien Alaska Airlines,"Barter Island, Alaska",5,6
1963-01-15,Cruzeiro,"Sao Paulo, Brazil",13,45
1963-01-17,West Coast Airlines,"Great Salt Lake, Utah",3,3
1963-01-26,Skyvan Airways,"Kotzebue, Alaska",1,2
1963-01-29,Continental Airlines,"Kansas City, Missouri",8,8
1963-01-30,Military - U.S. Navy,"Off Patuxent River, Maryland",14,14
1963-02-01,Middle East Airlines / Military - Turkish Air ForceC-47,"Ankara, Turkey",17,17
1963-02-03,Slick Airways,"San Francisco, California",3,8
1963-02-08,Aeroflot,"Syktyvkar ,Russia",7,7
1963-02-12,Northwest Orient Airlines,"Near Miami, Florida",43,43
1963-02-28,Eastern Air Lines,"Boston, Massachusetts",0,26
1963-03-02,Philippine Air Lines,"Near Davao City, Philippines",27,27
1963-03-05,Private,"Camden, Tennesee",4,4
1963-03-15,Middle East Airlines,"Near Karai, Iran",4,4
1963-03-15,Lloyd Aereo Boliviano,"Near Charana, Bolivia",41,41
1963-03-20,Saudi Arabian Royal Flight,"Monte Matto, Italy",18,18
1963-03-23,Military - Japan Air Self Defense Force,"Misaki Mountain, Japan",10,10
1964-11-20,Linjefyg,"Angelholm, Sweden",31,43
1963-03-30,Itavia,"Near Sora, Italy",11,11
1963-04-14,Icelandair,"Oslo, Norway",12,12
1963-05-03,Air Afrique,"Near Buca, Cameroon",55,55
1963-05-03,Cruzeiro,"Sao Paulo, Brazil",37,50
1963-05-12,United Arab Airlines,"Near Ayayda, Egypt",34,34
1963-06-03,Northwest Orient Airlines,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",101,101
1963-06-03,Indian Airlines,"Sama, India",29,29
1963-06-10,Union of Burma Airways,"Yunnan, Burma",20,20
1963-06-16,Tarom,"Bekkessamson, Romainia",31,31
1963-06-16,Military - Chilean Air Force,"Near Aysen, Chile",19,20
1963-06-23,Military - Royal Belgian Air Force,"Nar Augustdorf, West Germany",38,47
1963-06-26,Military - Belgian Air Force,"Detmold, Germany",38,47
1963-07-01,Varig,"Passo Fundo, Brazil",15,18
1963-07-02,Mohawk Airlines,"Rochester, New York",7,43
1963-07-03,New Zealand National Airways,"Mt. Ngatamahinerua, New Zealand",23,23
1963-07-13,Aeroflot,"Near Irkutsk, Russia",35,35
1963-07-15,Air Madagascar,"Farafangana, Madagascar",6,12
1963-07-17,Air America,"Pak Tha, Laos",6,6
1963-07-27,United Arab Airlines,"Off Bandra, Maharashtra, India",63,63
1963-08-08,Military - South African Air Force,"Wemmershoek Mountains, South Africa",13,13
1963-08-12,Air Inter,"Lyon, France",20,20
1963-08-14,American Air  Export & Import Co.,"Near Great Falls, Montana",1,2
1963-08-17,Fujita Koku Kabushki Kai,"Hachijo-Jima Island, Japan",19,19
1963-08-21,Aeroflot,"Near Leningrad , Russia",0,52
1963-08-28,Military - U.S. Air Force / Military -  U.S. Air Force,"Off Miami, Florida",16,16
1963-09-04,Swissair,"Durrenasch, Aargau, Switzerland",80,80
1963-09-11,Air Nautic,"Perpignan, France",40,40
1963-09-11,Indian Airlines,"Near Patti, India",18,18
1963-09-22,Military - U.S. Air Force,"Off Dover, Deleware",10,10
1963-10-09,Aeronaves de Panama,"Near Marseilles, France",6,6
1963-10-14,New York Airways,"Jamaica, New York",6,6
1963-10-18,Military - Soviet Air Force,"Near Aswan, Egypt",31,31
1963-10-20,Aeroflot,"Hayes Island, Russia",5,5
1963-10-22,British Aircraft Corporation,"Near Tisbury, England",7,7
1963-11-08,Finnair,"Mariehamn, Aaland Island, Finland",22,24
1963-11-29,Trans Canada Air Lines,"Ste. Therese de Blainville, Canada",118,118
1963-12-07,Zantop Air Transport,"Near Nederland, Colorado",3,3
1963-12-08,Pan American World Airways,"Elkton, Maryland",81,81
1963-12-12,Trans Mediterranean Airways,"Gazni, Afghanistan",3,3
1963-12-15,Misrair,"Cairo, Egypt",6,6
1963-12-17,Western Airlines,"Los Angeles, California",0,46
1964-01-09,Aerolineas Litoral Argentina,"Zarate, Argentina",28,30
1964-01-22,Commercial Air Taxi,"Prescott, Arizona",2,2
1964-02-03,Turkish Airlines (THY),"Near Ankara, Turkey",3,3
1964-02-03,South Central Airlines,"Gainsville, Florida",10,10
1964-02-04,Lloyd Aéreo Boliviano,"Yacuiba, Bolivia",2,29
1964-02-08,Private air taxi,"Freeport, Bahamas",4,4
1964-02-15,Commercial Air Taxi,"Detroit, Michigan",4,4
1964-02-18,Military - Indian Air Force,"Banihal Pass, India",13,13
1964-02-21,Philippine Air Lines,"Marawi, Philippines",31,32
1964-02-22,Military - Indian Air Force,"Barrackpore, India",22,22
1964-02-22,Commercial Air Taxi,"Near Forsyth, Montana",2,2
1964-02-25,Eastern Air Lines,"Lake Pontchartrain, New Orleans, Louisiana",58,58
1964-02-27,Fuji Airlines,"Oita, Japan",20,42
1964-02-29,British Eagle International Airlines,"Near Innsbruck, Austria",83,83
1964-03-01,Paradise Airlines,"Near Zephyr Cove, Nevada",85,85
1964-03-08,Taxi Aereo de Santander,"Bogota, Colombia",28,28
1964-03-08,Snow Valley Ski Lines,Near Chicago Illinois,1,30
1964-03-10,Slick Airways - Cargo,"Boston, Massachutes",3,3
1964-03-12,Frontier Airlines,"Miles City, Montana",5,5
1964-03-20,Commercial Air Taxi,"Near Danbury, North Carolina",3,3
1964-03-28,Alitalia,"Mt. Vesuvius, Italy",45,45
1964-03-28,Private - Facilities Management Co.,North PacifiOcean,9,9
1964-04-12,Aden Airways,"Hargeisa, Somalia",15,15
1964-04-17,Middle East Airlines,"Dahran, Saudi Arabia",49,49
1964-04-17,Wein Alaska Airlines Inc.,"Elim, Alaska",2,2
1964-05-07,PacifiAir Lines,"San Ramon, California",44,44
1964-05-08,Military - Argentine Air Force,"Cerro El Gaital, Panama",10,10
1964-05-08,Fuerza Aérea Argentina,"Near Lima, Peru",46,49
1964-05-11,Military - U.S. Air Force,"Papanga, Philippines",79,84
1964-05-20,Philippine Air Lines,"Sibuco Point ,Philippines",11,11
1964-05-27,VASP,,3,3
1964-06-04,Commercial Air Taxi,"Mason, Texas",3,3
1964-06-13,Saudi Arabian Airlines,,2,2
1964-06-19,Private - Air Taxi,"Southhampton, Massachusetts",2,5
1964-06-20,Civil Air Transport,"Taichung, Taiwan",57,57
1964-06-21,TASSA,"Off Palma de Mallorca, Spain",1,28
1964-07-07,Commercial Air Taxi,"Martinsville, Virginia",5,5
1964-07-08,United Air Lines,"Knoxville, Tennessee",1,53
1964-11-23,Trans World Airlines,"Rome, Italy",50,73
1964-07-09,United Air Lines,"Parrottsville, Tennesee",39,39
1964-07-14,Commercial Air Taxi,"Reno, Nevada",3,3
1964-07-16,Eastern Air Lines,"Richmond, Virginia",0,76
1964-07-31,Private,"Near Nashville, Tennesee",2,2
1964-08-02,Commercial Air Taxi,"Willow, Alaska",3,3
1964-08-05,Wiggins Airways,"East Falmouth, Massachusetts",2,2
1964-08-22,Servicios Aéreos Cochabamba,Near Tipuani (Bolivia,4,4
1964-09-02,Aeroflot,"Island of Sakhalin, Russia",87,87
1964-09-04,VASP,"Pico da Caledonia, Brazil",39,39
1964-09-04,Military - Royal Thai Air Force,"Near Vaong Nong, Thailand",28,34
1964-09-15,AVIANCA,"Near Condoto, Colombia",2,2
1964-10-02,Union des Transportes Aeriens,"Near Trevelez, Granada, Spain",80,80
1964-10-02,Interocean,"Addis Ababa, Ethiopia",1,7
1964-10-09,Tarom,"Near Sibiu, Romania",32,32
1964-10-16,Commercial Air Taxi,"Crown King, Arizona",2,2
1964-10-19,Military - Soviet Air Force,"Near Belgrade, Yugoslavia",33,33
1964-11-03,Mustang Aviati,"Branson, Colorado",5,5
1964-11-15,Bonanza Airlines,"Las Vegas, Nevada",29,29
1964-11-17,Military - U.S. Navy,"Off Argentia, Newfoundland, Canada",10,10
1965-09-27,Air America,"Bao Trai, Vietnam",3,3
1964-11-29,Air Congo,"Leopoldville, Zaire",6,14
1964-12-04,Commercial Air Taxi,"Fayetteville, Arkansas",4,5
1964-12-08,Aerolineas Abaroa,"Tripuani, Bolivia",17,17
1964-12-11,Military - Vietnamese Air Force,"Near Da Nang, South Vietnam",38,38
1964-12-21,Fleming Airways System Transport,"Near Kaliba, Philippines",1,39
1964-12-24,SATCO,"Yurimaguas, Peru",1,23
1964-12-24,Flying Tiger Line,"Near San Francisco, California",3,3
1964-12-29,Lineas Aéreas Sud Americana,"Near Turrialba, Costa Rica",5,5
1964-12-30,Zantop Air Transport,"Detroit, Michigan",4,4
1965-01-05,Alva Aircraft Service - Taxi,"Kla City, Oklohoma",3,3
1965-01-13,Fairbanks Air Service - Taxi,"Fairbanks, Alaska",2,2
1965-01-16,Military - U.S. Air Force,"Wichita, Kansas",17,17
1965-01-17,Aerovias del Norte,"Near Durango, Mexico",10,10
1965-01-22,Military - U.S. Air Force,Mt. Helmos. Greece,10,10
1965-02-03,Air Cameroon,"Garoua, Cameroon",4,4
1965-02-06,LAN,"San Jose Volcano, Chile",87,87
1965-02-08,Eastern Air Lines,"Off Jones Beach, New York, New York",84,84
1965-02-13,Aerolineas El Salvador,"Miami, Florida",2,2
1965-02-14,Zen Nippon,"Mt. Nakanoone, Japan",2,2
1965-02-14,Air Taxi,"South Beach, New York",2,2
1973-10-15,Military - U.S. Air Force,"Fort Smith AFB, Oklahoma",7,7
1965-03-08,Fairways,"Libmanan, Philippines",10,12
1965-03-08,Aeroflot,"Kuybyshev,  Russia",25,25
1965-03-17,Eastern Provincial Airways,"Musquodoboit, Canada",8,8
1965-03-22,AVIANCA,"Sugar Loaf Mountain, Colombia",28,28
1965-03-25,Military - Royal Canadian Air Force,"Off San Juan, Puerto Rico",16,16
1965-03-26,Pakistan International Airlines,"Lowery Pass, Pakistan",22,26
1965-03-31,Iberia Airlines,"Off Tangiers, Morocco",50,53
1965-04-09,Ortner Air Service - Taxi,"Bellfontaine, Ohio",2,2
1965-04-10,Alia Royal Jordanian Airlines,"Near Damascus, Syria",54,54
1965-04-14,British United Airways,"Jersey, UK",26,27
1965-04-17,Baker Aero Inc. - Taxi,"Johnstown, Pennsylvania",2,2
1965-04-23,Aaxico Airlines,"Near Seattle, Washington",5,5
1965-05-05,Iberia Airlines,,30,49
1965-05-20,Pakistan International Airlines,"Cairo, Egypt",119,125
1965-06-15,Military - U.S. Army / Military - U.S. Army,"Near Colombus, Georgia",18,18
1965-06-25,Military - U.S. Air Force,"Near Santa Ana, California",85,85
1965-06-28,Pan American World Airways,"San Francisco, California",0,153
1965-07-01,Continental Airlines,"Kansas City, Missouri",0,66
1965-10-08,Pakistan International Airlines,"Near Patian, Pakistan",4,4
1965-07-06,Military -Royal Air Force,"Near Oxford, England",41,41
1965-07-07,Military - Soviet Air Force,"Cairo, Egypt",30,31
1965-07-08,Canadian PacifiAir Lines,"Dog Creek, British Columbia, Canada",52,52
1965-07-11,Military - U.S. Air Force,"Off Nantucket, Massachusetts",16,19
1965-07-15,Virgin Islands Airways,"St. Thomas, Virgin Islands",8,12
1965-07-17,Military - Japan Maritime Self Defense Force,"Off Choushi, Japan",11,11
1965-07-25,Military - Philippine Air Force,"Near Libacao, Philippines",37,37
1965-08-04,Rutas Internacionales Peruanes,"Panama City, Panama",7,7
1965-08-12,Paraense Transportes Aéreos,"Near Cuiaba, Brazil",13,13
1965-08-16,United Air Lines,"Lake Michigan, near Chicago, Illinois",30,30
1965-08-20,LOT Polish Airlines,"Jeuk, Belgium",4,4
1965-08-24,Military - U.S. Marine Corps,Hong Kong,59,72
1965-09-04,Cordova Airlines,"Lake Tustumena, Alaska",4,5
1965-09-11,Filipinas Orient Airways,"Near La Carlota, Phillipines",11,11
1965-09-14,Ethiopian Airlines,"Gore, Ethiopia",17,17
1965-09-16,TAO,"Near Pastaza, Ecuador",9,11
1965-09-16,Air Vietnam (South Vietnam),"Quang Ngai, South Vietnam",38,39
1965-09-17,Pan American World Airways,"Montserrat, Antigua",30,30
1975-07-31,Military - Chilian Air Force,"Santiago, Chili",10,10
1965-10-17,AVIANCA,"Bucaramanga, Colombia",19,19
1965-10-17,Kalinga Airlines,"Mohanbari, India",8,8
1965-10-18,International Control Commision,"Near Hanoi, Vietnam",13,13
1965-10-20,Philippine Air Lines,"Near Manila, Philippines",1,37
1965-10-27,British European Airways,"London, England",36,36
1965-11-02,Military - French Air Force,"Obock, French Somaliland",30,30
1965-11-03,Military - Argentine Air Force,Off Northern Panama,68,68
1965-11-08,Aerolineas TAO,"Near Boqueron, Colombia",30,30
1965-11-08,American Airlines,"Cincinnati Airport, near Covington, Kentucky",58,62
1965-11-10,Aeroflot,"Murmansk, Russia",32,32
1965-11-11,United Air Lines,"Salt Lake City, Utah",43,91
1965-11-12,Skyway Air  - Taxi,"Maui, Hawaii",2,2
1965-11-14,Paul Kelly Flying Service Inc.,"Near Palm Springs, California",8,8
1965-11-27,Edde Airlines,"Salt Lake City , Utah",13,13
1965-12-04,Trans World Airlines / Eastern Air Lines,"Carmel, New York",4,112
1966-07-11,Aeropesca Colombia,"Cerro el Planchon, Chile",8,8
1965-12-07,Spantax,"Tenerife, Canary Islands",32,32
1965-12-11,Military - U.S. Air Force,"Near Tuy Hoa, South Vietnam",85,85
1965-12-12,Air Taxi,"Kingman, Arizona",2,2
1965-12-16,Air Manila,"Legaspi, Philippines",2,21
1965-12-29,Ray A. Gardner - Taxi,"Redericksburg, Texas",3,3
1966-01-01,Garuda  Indonesia Airlines / Garuda Indonesia Airlines,"Near Palembang, Sumarta, Indonesia",34,34
1966-01-15,AVIANCA,"Off Cartagena, Colombia",56,64
1966-01-22,COHATA,"Port-au-Prince, Haiti",30,35
1966-01-24,Air India,"Mont Blanc, French Alps, Switzerland",117,117
1966-01-25,Military - U.S. Air Force,"Near Binh Khe, South Vietnam",46,46
1966-01-27,Devener Flying Service - Taxi,"Erie, Pennsylvania",3,3
1966-01-28,Lufthansa,"Bremen, Germany",46,46
1966-02-04,All Nippon Airways,"Tokyo Bay, Japan",133,133
1966-02-07,Indian Airlines,"Srinagar, India",37,37
1966-02-08,Beatty Flying Service - Taxi,"Mattoon, Illinois",2,2
1966-02-15,Indian Airlines,"Delh, India",2,80
1966-02-18,Belgian International Air Services,"Near Milan, Italy",4,4
1966-03-04,Canadian PacifiAir Lines,"Near Tokyo, Japan",64,72
1966-07-11,Alamo Airways,"Hideaway Park, Colorado",3,3
1966-03-05,British Overseas Airways,"Near Gotemba City, Mt. Fuji, Japan",124,124
1966-03-08,Bassett Complany - Taxi,"Santa Cruz Island, California",6,6
1966-03-10,,"Reef Island, Alaska",6,7
1966-03-10,Trans Mediterranean Airways,"Athens, Greece",5,5
1966-03-18,United Arab Airlines,"Cairo, Egypt",30,30
1966-03-20,Servicios Americanos,"Asuncion, Paraguay",2,2
1966-04-05,Layman Weikle - Taxi,"Princeston, West Virginia",2,2
1966-04-09,Military - U.S. Navy,"Off San Diego, California",11,11
1966-04-17,Continental Air Services,"Sam Neua, Laos",2,2
1966-04-22,American Flyers Airline,"Near Ardmore, Oklahoma",83,98
1966-04-27,LANSA,"Tomas, Peru",49,49
1966-05-04,Military - U.S. Army,"Near Di Linh, South Vietnam",20,20
1966-05-06,Kurtzer Flying Service - Taxi,"Neah Bay, Washington",2,2
1966-05-18,Military - U.S. Air Force,"Okinawa, Japan",11,11
1966-06-16,Zantop Air Transport,"Near Columbia City, Indiana",3,3
1966-06-20,Nordair,"Montreal, Quebec, Canada",2,2
1966-06-27,McCoy Flying Service - Taxi,"Long Beach, Mississippi",2,12
1966-06-27,Lackey Aero Company - Taxi,"Ashland, Alabama",4,4
1966-06-29,Philippine Air Lines,"Sagalyan, Philippines",24,26
1966-07-04,Air New Zealand,"Auckland, New Zealand",2,5
1966-07-24,Private - Mainline Aviation,"Near Munster, Indiana",4,4
1966-08-03,Lloyd Aéreo Boliviano,"Benito, Bolivia",3,3
1966-08-06,Braniff Airlines,"Near Falls City, Nebraska",42,42
1966-08-11,Tarom,"Near Sibiu, Romania",24,24
1966-08-13,Aeronaves de Mexico,"Near Acapulco, Mexico",6,6
1966-08-15,NC Simpson - Taxi,"Anchorage, Alaska",4,4
1966-08-16,Richland Aviation  - Taxi,"Hebron, Ohio",6,6
1966-08-17,Military - U.S. Marine Corps,"Near Da Nang, South Vietnam",0,1
1966-08-17,Aerovias Halcon,"Puertos Lobos, Argentina",1,16
1966-08-21,Alaska Coastal Airlines,"Near Juneau, Alaska",9,9
1966-09-01,Britannia Airways,"Near Ljubljana, Slovenia, Yugoslavia",98,117
1966-09-04,Indian Airlines,"Mumbai, Indian",4,4
1966-09-16,Iberia Airlines,"Off Puertito de Sausal, Spain",1,27
1966-09-22,Ansett ANA,"Winton, Australia",24,24
1966-09-22,Avianca,"Bogota, Colombia",2,2
1966-10-01,West Coast Airlines,"Near Wemme, Oregon",18,18
1966-10-04,Military - U.S. Army,"An Khe, Vietnam",14,32
1966-10-08,Petroleum Helicopter,"Off Morgan City, Louisiana",11,11
1975-11-17,Aeroflot,"Near Sukhumi, Georgia, USSR",38,38
1966-10-09,Warsaw Aviation - Taxi,"Dowagiac, Michigan",6,6
1966-11-02,Gastonia Aviation - Taxi,"Heflin, Alabama",2,2
1966-11-06,Chester Airport,"East Nassau, New York",3,3
1966-11-11,Military - U.S. Air Force,"Off Chatham, Massachusetts",19,19
1966-11-13,All Nippon Airways,"Off Matsuyama, Japan",50,50
1966-11-15,Pan American Airways,"Near Dallgow, Germany",3,3
1966-11-20,Piedmont Airlines,"Near New Bern, North Carolina",3,3
1966-11-22,Aden Airways,"Near Aden, Yemen",30,30
1966-11-24,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,"Near Bratislava, Czechoslovakia",82,82
1966-11-26,Military - U.S. Air Force,"Near Siagon, South Vietnam",25,25
1966-12-01,Cruzeiro do Sul,"Near Pedrera, Brazil",9,11
1966-12-02,Aeroflot,"Moscow, Russia",21,21
1966-12-18,Aerocondor de Colombia,"Bogota, Colombia",17,59
1966-12-24,Flying Tiger Line,"Binh Tahi, Da Nang, Vietnam",4,4
1966-12-24,AVIANCA,"Cascubel River, Colombia",29,29
1967-01-05,Red Bank Air Taxi,"New Shrewsbury, New Jersey",9,9
1967-01-06,Channel Air Lift,"Hilo, Hawaii",3,3
1967-01-17,Military - Japan Maritime Self Defense Force,"Off Okisu, Japan",10,10
1967-01-17,Air Taxi,AtlantiOcean,3,3
1967-01-21,Air Ferry,"Frankfurt, Germany",2,2
1967-02-06,Syrian Arab Airlines,"Aleppo, Syria",1,19
1967-11-03,Sadia,"Near Curitiba, Brazil",21,25
1967-02-07,Avanti Aviation -Air Taxi,"Albuquerque, New Mexico",2,2
1967-02-07,Misrair,"Near Hourghada, UAR",30,30
1967-02-09,Cubana de Aviacion,"Near Mexico City, Mexico",10,10
1967-02-10,Swissair,"Zurich, Switzerland",4,4
1967-02-15,Vercoa Air Service - Air Taxi,"Youngstown, Ohio",2,2
1967-02-16,Garuda Indonesia Airlines,"Menado, Indonesia",22,63
1967-02-20,Sahsa Airlines,"Tegucigalpa, Honduras",4,55
1967-02-28,Philippine Air Lines,"Mactan, Philippines",12,20
1967-03-04,Varig,"Monrovia, Liberia",51,90
1967-03-05,Lake Central Airlines,"Near Marseille, Ohio",38,38
1967-03-08,Compagnie Air Transport,"Karachi, Pakistan",4,6
1967-03-09,Trans World Airlines / Private,"Urbana, Ohio",26,26
1967-03-10,Military - U.S. Navy,"Near Phan Rang, South Vietnam",25,25
1967-03-10,West Coast Airlines,"Near Klamath Falls, Oregon",4,4
1967-03-11,Aeralpi,"Mt Visenti, Italy",4,5
1967-03-13,South African Airways,"Off East London, South Africa",25,25
1967-03-16,Harvey's Flying Service - Air Taxi,"Kodiak, Alaska",2,2
1967-03-27,Harold E. Bell - Air Taxi,"Greenwood, Mississippi",2,2
1967-03-30,Delta Air Lines,"New Orleans, Louisiana",6,6
1967-04-01,Ace Flying Service,"Phelan, California",2,2
1967-04-02,Caribbean Airlines,"Off Lima, Peru",5,5
1967-04-03,Lexington Air Taxi,"Lexington, Kentucky",9,9
1967-04-08,Military - Republiof South Korea Air Force,"Seoul, South Korea",15,15
1967-04-11,Air Algerie,"Tamanrasset, Algeria",35,39
1967-04-17,Military - Imperial Iranian Air Force,"Near Mamuniyeh, Iran",23,23
1967-04-20,Globe Air,"Near Nicosia, Cyprus",126,130
1967-04-25,Military - U.S. Air Force,"Off Nantucket, Massachusetts",14,15
1967-04-27,AVIANCA,"Near Sogamosa, Colombia",17,18
1967-04-27,Pelita Air Service,"Malaybalay, Philippines",19,21
1967-04-28,Military - U.S. Navy,"Off Tsushima Island , Japan",12,12
1967-05-01,Greylock Airways / Private,"Flushing, New York",3,14
1967-05-04,Greenbriar Airways,"New Castle, Virginia",4,4
1967-05-12,Military - Chilean Air Force,"El Plumerillo, Chile",16,16
1967-05-15,Nordair,"Cape Dyer, Canada",4,4
1967-05-19,Air Canada,"Ottawa, Ontario, Canada",3,3
1967-06-03,Air Ferry Ltd,"Mt. Canigou, near Roussillon, France",88,88
1967-06-04,British Midland Airways,"Stockport, Cheshire, England",72,84
1967-06-09,Military - U.S. Air Force,"Near Siagon, Vietnam",10,10
1967-06-11,Saudi Arabian Airlines,"Jedda, Saudi Arabia",17,18
1967-06-12,Aer Turas,"Dublin, Ireland",2,2
1967-06-12,Aeronaves de Mexico,"Near La Paz, Mexico",3,4
1967-06-15,Military - Brazilian Air Force,"Near Coari, Brazil",20,25
1967-12-29,Military - U.S. Air Force,"Near Dien Bien Phu, Vietnam",11,11
1967-06-17,Military - U.S. Air Force,"An Khe, South Vietnam",35,56
1967-06-22,Aer Lingus,"Dublin, Ireland",3,3
1967-06-22,Military - U.S. Air Force,"Siagon, Vietnam",7,7
1967-06-23,Mohawk Airlines,"Blossburg, Pennsylvania",34,34
1967-06-23,Military - U.S. Marine Corps/Military - U.S. Marine Corps,"Near Jacksonville, North Carolina",22,35
1967-06-24,Saudi Arabian Airlines,"Khamis Mushait, Saudi Arabia",16,17
1967-06-30,Thai International,"Kai Tak, Hong Kong",24,80
1967-07-06,Philippine Air Lines,"Bacolod, Philippines",21,21
1967-07-19,Air Madagascar,"Tananarive, Malagasy Republic",42,42
1967-07-19,Piedmont Airlines / Private,"Near Hendersonville, North Carolina",82,82
1967-07-25,Vehu Akat,"Near Luang Prabang, Laos",16,16
1967-07-25,Taiwan Aviation,"Near Luang Prabang, Laos",18,18
1967-07-26,Hudgin Air Service,"Grand Canyon, Arizona",7,7
1967-08-31,Military - French Air Force,"Spitzberg, Norway",11,11
1967-09-04,Military - U.S. Air Force,"Near Bao Loc, Vietnam",11,11
1967-09-05,Ceskoslovenske Aerolinie,"Near Gander, Newfoundland, Canada",37,69
1967-09-08,Lester C. Bush - Air Taxi,"Farmington, New Mexico",3,8
1967-10-08,Military - U.S. Air Force,"Near Huong Thuy, South Vietnam",23,23
